CHROM	GeneStart	GeneEnd	TargetID	GeneName	R2	BETA	BETA_SE	T_STAT	PVALUE	N
2	201717732	201729422	ENSG00000013441.11	CLK1	0.04068602066409133	-8.91567914891563	46.62815956318741	-0.19120804321761167	0.8483626023000532	128
2	241375088	241407493	ENSG00000063660.4	GPC1	0.04050979473979743	-0.1532495513260623	2.088825713103881	-0.07336636578374067	0.941514581658296	128
2	74753772	74756503	ENSG00000115307.12	AUP1	0.04063768701317305	-1.961056025801112	11.70626817794033	-0.16752187768059076	0.8669594348602604	128
2	242088991	242123067	ENSG00000115685.10	PPP1R7	0.04900885643982422	-150.7318634887185	123.32739326792499	-1.222209109384629	0.2216285599257738	128
2	202241930	202316302	ENSG00000115993.7	TRAK2	0.04763136464535089	2.667570975607557	2.419364775510165	1.1025914746754357	0.2702046141688931	128
2	71409869	71454213	ENSG00000124374.8	PAIP2B	0.05697391843397459	0.7685259397761165	0.4621671949094732	1.6628742763247208	0.09633760454530797	128
2	241653181	241759725	ENSG00000130294.10	KIF1A	0.04492218290984751	-0.5416607643904131	0.6118258269068085	-0.8853185670975561	0.3759848387007314	128
2	158175137	158184225	ENSG00000136541.10	ERMN	0.04201202755268929	-7.926408576836421	15.2590386784237	-0.5194566147895262	0.6034423599423432	128
2	159313476	159539391	ENSG00000144283.17	PKP4	0.04049005881685086	1.3457234198668082	30.991472370570616	0.0434223777359059	0.9653648396688421	128
2	73481810	73511559	ENSG00000163013.7	FBXO41	0.044390132598215004	-33.42269252365927	40.277050550823084	-0.8298197625341327	0.40664069555237725	128
2	74119441	74146992	ENSG00000163017.9	ACTG2	0.09835411948970485	3.270353027563319	1.103739750897816	2.9629747636642723	0.0030468154761065357	128
2	242254515	242293442	ENSG00000168385.13	2-Sep	0.047432362590850596	104.75437044624826	95.06296583945222	1.1019472148929526	0.2704846203926321	128
2	242498136	242513546	ENSG00000176720.3	BOK	0.040516697800155654	0.16199619047323358	1.9934342052367062	0.08126487949673647	0.9352313036830362	128
2	74588281	74619115	ENSG00000204843.8	DCTN1	0.049219580674728536	-0.6516593730969239	0.526176061352896	-1.2384816052280812	0.21553753857373537	128
