CHROM	GeneStart	GeneEnd	TargetID	GeneName	R2	BETA	BETA_SE	T_STAT	PVALUE	N
2	201717732	201729422	ENSG00000013441.11	CLK1	0.11104582458885637	32.217277829679055	31.229369347263226	1.0316339555701723	0.30431836250529626	128
2	241375088	241407493	ENSG00000063660.4	GPC1	0.1040420542074122	0.48400131359751564	1.4095787402803186	0.3433659289592178	0.7319240241572993	128
2	74753772	74756503	ENSG00000115307.12	AUP1	0.10387060392945513	2.42689122000073	7.877240855994124	0.30808899516561133	0.7585487535458387	128
2	242088991	242123067	ENSG00000115685.10	PPP1R7	0.12333146051662913	135.43090976851357	81.5070759033509	1.6615846939363184	0.09920643052683356	128
2	202241930	202316302	ENSG00000115993.7	TRAK2	0.10896152418913552	1.3917712001770255	1.5747833682519503	0.8837858134874303	0.37857907142924985	128
2	71409869	71454213	ENSG00000124374.8	PAIP2B	0.10968676773178543	0.2785226504168764	0.29699645916197415	0.9377978821793879	0.3502319486327151	128
2	241653181	241759725	ENSG00000130294.10	KIF1A	0.10851839904358096	0.34514196012407417	0.4064599128500441	0.8491414508849927	0.39749340277936795	128
2	158175137	158184225	ENSG00000136541.10	ERMN	0.10553076634211755	5.74319920675987	10.187418842497115	0.5637541064672777	0.5739735278439763	128
2	159313476	159539391	ENSG00000144283.17	PKP4	0.10639890071999414	13.731831633439542	20.827150982997313	0.6593235745325808	0.5109513019545091	128
2	73481810	73511559	ENSG00000163013.7	FBXO41	0.11040152002039427	26.52099175590198	26.837032853546898	0.988223694498211	0.32503152134003876	128
2	74119441	74146992	ENSG00000163017.9	ACTG2	0.10480728522666616	-0.30040406272818276	0.6396215185545683	-0.46965909372005327	0.6394509128631363	128
2	242254515	242293442	ENSG00000168385.13	2-Sep	0.105058905778189	-31.711541044308923	62.874600291002686	-0.5043617120035485	0.6149320572756038	128
2	242498136	242513546	ENSG00000176720.3	BOK	0.13107499538517076	2.6179234547331887	1.3333755614973068	1.9633804085875144	0.051914984355967676	128
2	74588281	74619115	ENSG00000204843.8	DCTN1	0.13199311415144033	0.6929785649470995	0.3471029869663225	1.9964638478156784	0.04814714119822628	128
